Day,Month,Year,S&P500,Open,High,Low,Change %
17,11,2016,4169.87,"4,169.87","4,169.87","4,169.87",0.47%
18,11,2016,4160.58,"4,160.58","4,160.58","4,160.58",-0.22%
21,11,2016,4191.68,"4,191.68","4,191.68","4,191.68",0.75%
22,11,2016,4200.95,"4,200.95","4,200.95","4,200.95",0.22%
23,11,2016,4204.49,"4,204.49","4,204.49","4,204.49",0.08%
25,11,2016,4221.02,"4,221.02","4,221.02","4,221.02",0.39%
28,11,2016,4199.39,"4,199.39","4,199.39","4,199.39",-0.51%
29,11,2016,4205.99,"4,205.99","4,205.99","4,205.99",0.16%
30,11,2016,4195.73,"4,195.73","4,195.73","4,195.73",-0.24%
1,12,2016,4181.15,"4,181.15","4,181.15","4,181.15",-0.35%
2,12,2016,4182.81,"4,182.81","4,182.81","4,182.81",0.04%
5,12,2016,4207.57,"4,207.57","4,207.57","4,207.57",0.59%
6,12,2016,4222.04,"4,222.04","4,222.04","4,222.04",0.34%
7,12,2016,4278.44,"4,278.44","4,278.44","4,278.44",1.34%
8,12,2016,4288.1,"4,288.10","4,288.10","4,288.10",0.23%
9,12,2016,4313.6,"4,313.60","4,313.60","4,313.60",0.59%
12,12,2016,4308.94,"4,308.94","4,308.94","4,308.94",-0.11%
13,12,2016,4337.86,"4,337.86","4,337.86","4,337.86",0.67%
14,12,2016,4302.93,"4,302.93","4,302.93","4,302.93",-0.81%
15,12,2016,4319.84,"4,319.84","4,319.84","4,319.84",0.39%
16,12,2016,4312.4,"4,312.40","4,312.40","4,312.40",-0.17%
19,12,2016,4321.02,"4,321.02","4,321.02","4,321.02",0.20%
20,12,2016,4337.36,"4,337.36","4,337.36","4,337.36",0.38%
21,12,2016,4326.85,"4,326.85","4,326.85","4,326.85",-0.24%
22,12,2016,4319.33,"4,319.33","4,319.33","4,319.33",-0.17%
23,12,2016,4325.17,"4,325.17","4,325.17","4,325.17",0.14%
27,12,2016,4334.93,"4,334.93","4,334.93","4,334.93",0.23%
28,12,2016,4299.46,"4,299.46","4,299.46","4,299.46",-0.82%
29,12,2016,4298.39,"4,298.39","4,298.39","4,298.39",-0.02%
30,12,2016,4278.66,"4,278.66","4,278.66","4,278.66",-0.46%
3,1,2017,4315.08,"4,315.08","4,315.08","4,315.08",0.85%
4,1,2017,4340.75,"4,340.75","4,340.75","4,340.75",0.59%
5,1,2017,4337.45,"4,337.45","4,337.45","4,337.45",-0.08%
6,1,2017,4354.05,"4,354.05","4,354.05","4,354.05",0.38%
9,1,2017,4338.62,"4,338.62","4,338.62","4,338.62",-0.35%
10,1,2017,4338.64,"4,338.64","4,338.64","4,338.64",0.00%
11,1,2017,4351.32,"4,351.32","4,351.32","4,351.32",0.29%
12,1,2017,4342.09,"4,342.09","4,342.09","4,342.09",-0.21%
13,1,2017,4350.11,"4,350.11","4,350.11","4,350.11",0.18%
17,1,2017,4337.2,"4,337.20","4,337.20","4,337.20",-0.30%
18,1,2017,4345.57,"4,345.57","4,345.57","4,345.57",0.19%
19,1,2017,4329.96,"4,329.96","4,329.96","4,329.96",-0.36%
20,1,2017,4344.67,"4,344.67","4,344.67","4,344.67",0.34%
23,1,2017,4333.1,"4,333.10","4,333.10","4,333.10",-0.27%
24,1,2017,4361.56,"4,361.56","4,361.56","4,361.56",0.66%
25,1,2017,4396.57,"4,396.57","4,396.57","4,396.57",0.80%
26,1,2017,4393.43,"4,393.43","4,393.43","4,393.43",-0.07%
27,1,2017,4389.85,"4,389.85","4,389.85","4,389.85",-0.08%
30,1,2017,4363.67,"4,363.67","4,363.67","4,363.67",-0.60%
31,1,2017,4359.81,"4,359.81","4,359.81","4,359.81",-0.09%
1,2,2017,4362.1,"4,362.10","4,362.10","4,362.10",0.05%
2,2,2017,4364.85,"4,364.85","4,364.85","4,364.85",0.06%
3,2,2017,4396.95,"4,396.95","4,396.95","4,396.95",0.74%
6,2,2017,4387.67,"4,387.67","4,387.67","4,387.67",-0.21%
7,2,2017,4388.87,"4,388.87","4,388.87","4,388.87",0.03%
8,2,2017,4393.31,"4,393.31","4,393.31","4,393.31",0.10%
9,2,2017,4419.4,"4,419.40","4,419.40","4,419.40",0.59%
10,2,2017,4435.42,"4,435.42","4,435.42","4,435.42",0.36%
13,2,2017,4459.83,"4,459.83","4,459.83","4,459.83",0.55%
14,2,2017,4478.98,"4,478.98","4,478.98","4,478.98",0.43%
15,2,2017,4501.99,"4,501.99","4,501.99","4,501.99",0.51%
16,2,2017,4498.56,"4,498.56","4,498.56","4,498.56",-0.08%
17,2,2017,4506.2,"4,506.20","4,506.20","4,506.20",0.17%
21,2,2017,4533.46,"4,533.46","4,533.46","4,533.46",0.60%
22,2,2017,4528.97,"4,528.97","4,528.97","4,528.97",-0.10%
23,2,2017,4531.39,"4,531.39","4,531.39","4,531.39",0.05%
24,2,2017,4539.25,"4,539.25","4,539.25","4,539.25",0.17%
27,2,2017,4544.51,"4,544.51","4,544.51","4,544.51",0.12%
28,2,2017,4532.93,"4,532.93","4,532.93","4,532.93",-0.25%
1,3,2017,4595.73,"4,595.73","4,595.73","4,595.73",1.39%
2,3,2017,4569.17,"4,569.17","4,569.17","4,569.17",-0.58%
3,3,2017,4571.6,"4,571.60","4,571.60","4,571.60",0.05%
6,3,2017,4556.72,"4,556.72","4,556.72","4,556.72",-0.33%
7,3,2017,4543.75,"4,543.75","4,543.75","4,543.75",-0.28%
8,3,2017,4534.68,"4,534.68","4,534.68","4,534.68",-0.20%
9,3,2017,4538.36,"4,538.36","4,538.36","4,538.36",0.08%
10,3,2017,4553.28,"4,553.28","4,553.28","4,553.28",0.33%
13,3,2017,4556.44,"4,556.44","4,556.44","4,556.44",0.07%
14,3,2017,4541.26,"4,541.26","4,541.26","4,541.26",-0.33%
15,3,2017,4579.44,"4,579.44","4,579.44","4,579.44",0.84%
16,3,2017,4572.16,"4,572.16","4,572.16","4,572.16",-0.16%
17,3,2017,4566.17,"4,566.17","4,566.17","4,566.17",-0.13%
20,3,2017,4557.12,"4,557.12","4,557.12","4,557.12",-0.20%
21,3,2017,4500.98,"4,500.98","4,500.98","4,500.98",-1.23%
22,3,2017,4509.65,"4,509.65","4,509.65","4,509.65",0.19%
23,3,2017,4504.92,"4,504.92","4,504.92","4,504.92",-0.10%
24,3,2017,4501.11,"4,501.11","4,501.11","4,501.11",-0.08%
27,3,2017,4496.53,"4,496.53","4,496.53","4,496.53",-0.10%
28,3,2017,4529.17,"4,529.17","4,529.17","4,529.17",0.73%
29,3,2017,4535.01,"4,535.01","4,535.01","4,535.01",0.13%
30,3,2017,4548.46,"4,548.46","4,548.46","4,548.46",0.30%
31,3,2017,4538.21,"4,538.21","4,538.21","4,538.21",-0.23%
3,4,2017,4530.98,"4,530.98","4,530.98","4,530.98",-0.16%
4,4,2017,4534.25,"4,534.25","4,534.25","4,534.25",0.07%
5,4,2017,4520.86,"4,520.86","4,520.86","4,520.86",-0.30%
6,4,2017,4530.93,"4,530.93","4,530.93","4,530.93",0.22%
7,4,2017,4527.2,"4,527.20","4,527.20","4,527.20",-0.08%
10,4,2017,4530.57,"4,530.57","4,530.57","4,530.57",0.07%
11,4,2017,4524.71,"4,524.71","4,524.71","4,524.71",-0.13%
12,4,2017,4507.76,"4,507.76","4,507.76","4,507.76",-0.37%
13,4,2017,4477.07,"4,477.07","4,477.07","4,477.07",-0.68%
17,4,2017,4515.65,"4,515.65","4,515.65","4,515.65",0.86%
18,4,2017,4502.66,"4,502.66","4,502.66","4,502.66",-0.29%
19,4,2017,4495.56,"4,495.56","4,495.56","4,495.56",-0.16%
20,4,2017,4529.65,"4,529.65","4,529.65","4,529.65",0.76%
21,4,2017,4515.9,"4,515.90","4,515.90","4,515.90",-0.30%
24,4,2017,4564.93,"4,564.93","4,564.93","4,564.93",1.09%
25,4,2017,4592.74,"4,592.74","4,592.74","4,592.74",0.61%
26,4,2017,4590.56,"4,590.56","4,590.56","4,590.56",-0.05%
27,4,2017,4593.57,"4,593.57","4,593.57","4,593.57",0.07%
28,4,2017,4584.82,"4,584.82","4,584.82","4,584.82",-0.19%
1,5,2017,4592.78,"4,592.78","4,592.78","4,592.78",0.17%
2,5,2017,4598.24,"4,598.24","4,598.24","4,598.24",0.12%
3,5,2017,4593.32,"4,593.32","4,593.32","4,593.32",-0.11%
4,5,2017,4596.24,"4,596.24","4,596.24","4,596.24",0.06%
5,5,2017,4615.09,"4,615.09","4,615.09","4,615.09",0.41%
8,5,2017,4615.73,"4,615.73","4,615.73","4,615.73",0.01%
9,5,2017,4611.21,"4,611.21","4,611.21","4,611.21",-0.10%
10,5,2017,4618.19,"4,618.19","4,618.19","4,618.19",0.15%
11,5,2017,4609.69,"4,609.69","4,609.69","4,609.69",-0.18%
12,5,2017,4602.96,"4,602.96","4,602.96","4,602.96",-0.15%
15,5,2017,4625.52,"4,625.52","4,625.52","4,625.52",0.49%
16,5,2017,4623.26,"4,623.26","4,623.26","4,623.26",-0.05%
17,5,2017,4540.58,"4,540.58","4,540.58","4,540.58",-1.79%
18,5,2017,4557.41,"4,557.41","4,557.41","4,557.41",0.37%
19,5,2017,4588.35,"4,588.35","4,588.35","4,588.35",0.68%
22,5,2017,4612.12,"4,612.12","4,612.12","4,612.12",0.52%
23,5,2017,4620.7,"4,620.70","4,620.70","4,620.70",0.19%
24,5,2017,4632.37,"4,632.37","4,632.37","4,632.37",0.25%
25,5,2017,4653.59,"4,653.59","4,653.59","4,653.59",0.46%
26,5,2017,4655.65,"4,655.65","4,655.65","4,655.65",0.04%
30,5,2017,4650.76,"4,650.76","4,650.76","4,650.76",-0.11%
31,5,2017,4649.34,"4,649.34","4,649.34","4,649.34",-0.03%
1,6,2017,4685.11,"4,685.11","4,685.11","4,685.11",0.77%
2,6,2017,4702.56,"4,702.56","4,702.56","4,702.56",0.37%
5,6,2017,4697,"4,697.00","4,697.00","4,697.00",-0.12%
6,6,2017,4683.96,"4,683.96","4,683.96","4,683.96",-0.28%
7,6,2017,4692.29,"4,692.29","4,692.29","4,692.29",0.18%
8,6,2017,4693.67,"4,693.67","4,693.67","4,693.67",0.03%
9,6,2017,4689.79,"4,689.79","4,689.79","4,689.79",-0.08%
12,6,2017,4685.54,"4,685.54","4,685.54","4,685.54",-0.09%
13,6,2017,4707.88,"4,707.88","4,707.88","4,707.88",0.48%
