Day,Month,Year,S&P500,Open,High,Low,Change %
27,5,2008,2193.98,"2,193.98","2,193.98","2,193.98",0.68%
28,5,2008,2203.1,"2,203.10","2,203.10","2,203.10",0.42%
29,5,2008,2215.12,"2,215.12","2,215.12","2,215.12",0.55%
30,5,2008,2218.5,"2,218.50","2,218.50","2,218.50",0.15%
2,6,2008,2195.27,"2,195.27","2,195.27","2,195.27",-1.05%
3,6,2008,2182.65,"2,182.65","2,182.65","2,182.65",-0.58%
4,6,2008,2183.01,"2,183.01","2,183.01","2,183.01",0.02%
5,6,2008,2225.74,"2,225.74","2,225.74","2,225.74",1.96%
6,6,2008,2157.24,"2,157.24","2,157.24","2,157.24",-3.08%
9,6,2008,2159.03,"2,159.03","2,159.03","2,159.03",0.08%
10,6,2008,2153.77,"2,153.77","2,153.77","2,153.77",-0.24%
11,6,2008,2117.84,"2,117.84","2,117.84","2,117.84",-1.67%
12,6,2008,2124.94,"2,124.94","2,124.94","2,124.94",0.34%
13,6,2008,2156.96,"2,156.96","2,156.96","2,156.96",1.51%
16,6,2008,2157.14,"2,157.14","2,157.14","2,157.14",0.01%
17,6,2008,2142.55,"2,142.55","2,142.55","2,142.55",-0.68%
18,6,2008,2121.78,"2,121.78","2,121.78","2,121.78",-0.97%
19,6,2008,2130.3,"2,130.30","2,130.30","2,130.30",0.40%
20,6,2008,2090.81,"2,090.81","2,090.81","2,090.81",-1.85%
23,6,2008,2090.94,"2,090.94","2,090.94","2,090.94",0.01%
24,6,2008,2085.08,"2,085.08","2,085.08","2,085.08",-0.28%
25,6,2008,2097.36,"2,097.36","2,097.36","2,097.36",0.59%
26,6,2008,2036.4,"2,036.40","2,036.40","2,036.40",-2.91%
27,6,2008,2028.89,"2,028.89","2,028.89","2,028.89",-0.37%
30,6,2008,2031.47,"2,031.47","2,031.47","2,031.47",0.13%
1,7,2008,2039.66,"2,039.66","2,039.66","2,039.66",0.40%
2,7,2008,2002.64,"2,002.64","2,002.64","2,002.64",-1.81%
3,7,2008,2004.87,"2,004.87","2,004.87","2,004.87",0.11%
7,7,2008,1988.09,"1,988.09","1,988.09","1,988.09",-0.84%
8,7,2008,2022.83,"2,022.83","2,022.83","2,022.83",1.75%
9,7,2008,1976.97,"1,976.97","1,976.97","1,976.97",-2.27%
10,7,2008,1990.78,"1,990.78","1,990.78","1,990.78",0.70%
11,7,2008,1968.86,"1,968.86","1,968.86","1,968.86",-1.10%
14,7,2008,1951.08,"1,951.08","1,951.08","1,951.08",-0.90%
15,7,2008,1929.85,"1,929.85","1,929.85","1,929.85",-1.09%
16,7,2008,1978.47,"1,978.47","1,978.47","1,978.47",2.52%
17,7,2008,2002.3,"2,002.30","2,002.30","2,002.30",1.20%
18,7,2008,2002.88,"2,002.88","2,002.88","2,002.88",0.03%
21,7,2008,2001.86,"2,001.86","2,001.86","2,001.86",-0.05%
22,7,2008,2028.91,"2,028.91","2,028.91","2,028.91",1.35%
23,7,2008,2037.15,"2,037.15","2,037.15","2,037.15",0.41%
24,7,2008,1990.09,"1,990.09","1,990.09","1,990.09",-2.31%
25,7,2008,1998.41,"1,998.41","1,998.41","1,998.41",0.42%
28,7,2008,1961.23,"1,961.23","1,961.23","1,961.23",-1.86%
29,7,2008,2007.21,"2,007.21","2,007.21","2,007.21",2.34%
30,7,2008,2040.81,"2,040.81","2,040.81","2,040.81",1.67%
31,7,2008,2014.39,"2,014.39","2,014.39","2,014.39",-1.29%
1,8,2008,2003.16,"2,003.16","2,003.16","2,003.16",-0.56%
4,8,2008,1985.23,"1,985.23","1,985.23","1,985.23",-0.90%
5,8,2008,2042.44,"2,042.44","2,042.44","2,042.44",2.88%
6,8,2008,2050.23,"2,050.23","2,050.23","2,050.23",0.38%
7,8,2008,2013.66,"2,013.66","2,013.66","2,013.66",-1.78%
8,8,2008,2061.77,"2,061.77","2,061.77","2,061.77",2.39%
11,8,2008,2076.59,"2,076.59","2,076.59","2,076.59",0.72%
12,8,2008,2051.66,"2,051.66","2,051.66","2,051.66",-1.20%
13,8,2008,2046.35,"2,046.35","2,046.35","2,046.35",-0.26%
14,8,2008,2057.72,"2,057.72","2,057.72","2,057.72",0.56%
15,8,2008,2066.36,"2,066.36","2,066.36","2,066.36",0.42%
18,8,2008,2035.3,"2,035.30","2,035.30","2,035.30",-1.50%
19,8,2008,2016.52,"2,016.52","2,016.52","2,016.52",-0.92%
20,8,2008,2029.15,"2,029.15","2,029.15","2,029.15",0.63%
21,8,2008,2034.35,"2,034.35","2,034.35","2,034.35",0.26%
22,8,2008,2057.64,"2,057.64","2,057.64","2,057.64",1.14%
25,8,2008,2017.27,"2,017.27","2,017.27","2,017.27",-1.96%
26,8,2008,2024.72,"2,024.72","2,024.72","2,024.72",0.37%
27,8,2008,2041.24,"2,041.24","2,041.24","2,041.24",0.82%
28,8,2008,2071.86,"2,071.86","2,071.86","2,071.86",1.50%
29,8,2008,2043.53,"2,043.53","2,043.53","2,043.53",-1.37%
2,9,2008,2035.24,"2,035.24","2,035.24","2,035.24",-0.41%
3,9,2008,2032.13,"2,032.13","2,032.13","2,032.13",-0.15%
4,9,2008,1971.37,"1,971.37","1,971.37","1,971.37",-2.99%
5,9,2008,1980.18,"1,980.18","1,980.18","1,980.18",0.45%
8,9,2008,2021.13,"2,021.13","2,021.13","2,021.13",2.07%
9,9,2008,1952.14,"1,952.14","1,952.14","1,952.14",-3.41%
10,9,2008,1964.25,"1,964.25","1,964.25","1,964.25",0.62%
11,9,2008,1992,"1,992.00","1,992.00","1,992.00",1.41%
12,9,2008,1996.25,"1,996.25","1,996.25","1,996.25",0.21%
15,9,2008,1902.17,"1,902.17","1,902.17","1,902.17",-4.71%
16,9,2008,1935.49,"1,935.49","1,935.49","1,935.49",1.75%
17,9,2008,1844.31,"1,844.31","1,844.31","1,844.31",-4.71%
18,9,2008,1924.85,"1,924.85","1,924.85","1,924.85",4.37%
19,9,2008,2002.32,"2,002.32","2,002.32","2,002.32",4.02%
22,9,2008,1925.85,"1,925.85","1,925.85","1,925.85",-3.82%
23,9,2008,1895.78,"1,895.78","1,895.78","1,895.78",-1.56%
24,9,2008,1892.05,"1,892.05","1,892.05","1,892.05",-0.20%
25,9,2008,1929.24,"1,929.24","1,929.24","1,929.24",1.97%
26,9,2008,1935.79,"1,935.79","1,935.79","1,935.79",0.34%
29,9,2008,1765.72,"1,765.72","1,765.72","1,765.72",-8.79%
30,9,2008,1861.44,"1,861.44","1,861.44","1,861.44",5.42%
1,10,2008,1853.26,"1,853.26","1,853.26","1,853.26",-0.44%
2,10,2008,1778.9,"1,778.90","1,778.90","1,778.90",-4.01%
3,10,2008,1754.91,"1,754.91","1,754.91","1,754.91",-1.35%
6,10,2008,1687.34,"1,687.34","1,687.34","1,687.34",-3.85%
7,10,2008,1590.51,"1,590.51","1,590.51","1,590.51",-5.74%
8,10,2008,1573.34,"1,573.34","1,573.34","1,573.34",-1.08%
9,10,2008,1453.52,"1,453.52","1,453.52","1,453.52",-7.62%
10,10,2008,1436.56,"1,436.56","1,436.56","1,436.56",-1.17%
13,10,2008,1602.93,"1,602.93","1,602.93","1,602.93",11.58%
14,10,2008,1594.41,"1,594.41","1,594.41","1,594.41",-0.53%
15,10,2008,1450.5,"1,450.50","1,450.50","1,450.50",-9.03%
16,10,2008,1512.21,"1,512.21","1,512.21","1,512.21",4.25%
17,10,2008,1502.84,"1,502.84","1,502.84","1,502.84",-0.62%
20,10,2008,1574.5,"1,574.50","1,574.50","1,574.50",4.77%
21,10,2008,1526.02,"1,526.02","1,526.02","1,526.02",-3.08%
22,10,2008,1433.22,"1,433.22","1,433.22","1,433.22",-6.08%
23,10,2008,1451.37,"1,451.37","1,451.37","1,451.37",1.27%
24,10,2008,1401.29,"1,401.29","1,401.29","1,401.29",-3.45%
27,10,2008,1356.78,"1,356.78","1,356.78","1,356.78",-3.18%
28,10,2008,1503.16,"1,503.16","1,503.16","1,503.16",10.79%
29,10,2008,1486.73,"1,486.73","1,486.73","1,486.73",-1.09%
30,10,2008,1525.37,"1,525.37","1,525.37","1,525.37",2.60%
31,10,2008,1548.81,"1,548.81","1,548.81","1,548.81",1.54%
3,11,2008,1544.91,"1,544.91","1,544.91","1,544.91",-0.25%
4,11,2008,1608,"1,608.00","1,608.00","1,608.00",4.08%
5,11,2008,1524.21,"1,524.21","1,524.21","1,524.21",-5.21%
6,11,2008,1448.01,"1,448.01","1,448.01","1,448.01",-5.00%
7,11,2008,1490.31,"1,490.31","1,490.31","1,490.31",2.92%
10,11,2008,1471.64,"1,471.64","1,471.64","1,471.64",-1.25%
11,11,2008,1439.22,"1,439.22","1,439.22","1,439.22",-2.20%
12,11,2008,1365.15,"1,365.15","1,365.15","1,365.15",-5.15%
13,11,2008,1459.82,"1,459.82","1,459.82","1,459.82",6.93%
14,11,2008,1399.2,"1,399.20","1,399.20","1,399.20",-4.15%
17,11,2008,1363.14,"1,363.14","1,363.14","1,363.14",-2.58%
18,11,2008,1376.81,"1,376.81","1,376.81","1,376.81",1.00%
19,11,2008,1292.76,"1,292.76","1,292.76","1,292.76",-6.11%
20,11,2008,1206.04,"1,206.04","1,206.04","1,206.04",-6.71%
21,11,2008,1282.59,"1,282.59","1,282.59","1,282.59",6.35%
24,11,2008,1365.63,"1,365.63","1,365.63","1,365.63",6.47%
25,11,2008,1374.79,"1,374.79","1,374.79","1,374.79",0.67%
26,11,2008,1423.9,"1,423.90","1,423.90","1,423.90",3.57%
28,11,2008,1437.68,"1,437.68","1,437.68","1,437.68",0.97%
1,12,2008,1309.39,"1,309.39","1,309.39","1,309.39",-8.92%
2,12,2008,1361.79,"1,361.79","1,361.79","1,361.79",4.00%
3,12,2008,1397.72,"1,397.72","1,397.72","1,397.72",2.64%
4,12,2008,1356.81,"1,356.81","1,356.81","1,356.81",-2.93%
5,12,2008,1406.36,"1,406.36","1,406.36","1,406.36",3.65%
8,12,2008,1460.6,"1,460.60","1,460.60","1,460.60",3.86%
9,12,2008,1426.88,"1,426.88","1,426.88","1,426.88",-2.31%
10,12,2008,1444,"1,444.00","1,444.00","1,444.00",1.20%
11,12,2008,1403.2,"1,403.20","1,403.20","1,403.20",-2.83%
12,12,2008,1413.07,"1,413.07","1,413.07","1,413.07",0.70%
15,12,2008,1395.21,"1,395.21","1,395.21","1,395.21",-1.26%
16,12,2008,1466.87,"1,466.87","1,466.87","1,466.87",5.14%
17,12,2008,1452.88,"1,452.88","1,452.88","1,452.88",-0.95%
18,12,2008,1422.19,"1,422.19","1,422.19","1,422.19",-2.11%
19,12,2008,1426.39,"1,426.39","1,426.39","1,426.39",0.30%
22,12,2008,1400.42,"1,400.42","1,400.42","1,400.42",-1.82%
23,12,2008,1387.08,"1,387.08","1,387.08","1,387.08",-0.95%
24,12,2008,1395.76,"1,395.76","1,395.76","1,395.76",0.63%
26,12,2008,1403.22,"1,403.22","1,403.22","1,403.22",0.54%
29,12,2008,1398.25,"1,398.25","1,398.25","1,398.25",-0.35%
30,12,2008,1432.65,"1,432.65","1,432.65","1,432.65",2.46%
31,12,2008,1452.98,"1,452.98","1,452.98","1,452.98",1.42%
2,1,2009,1499.17,"1,499.17","1,499.17","1,499.17",3.18%
5,1,2009,1492.21,"1,492.21","1,492.21","1,492.21",-0.46%
6,1,2009,1503.87,"1,503.87","1,503.87","1,503.87",0.78%
7,1,2009,1459.58,"1,459.58","1,459.58","1,459.58",-2.94%
8,1,2009,1464.6,"1,464.60","1,464.60","1,464.60",0.34%
9,1,2009,1433.41,"1,433.41","1,433.41","1,433.41",-2.13%
12,1,2009,1401.07,"1,401.07","1,401.07","1,401.07",-2.26%
13,1,2009,1403.63,"1,403.63","1,403.63","1,403.63",0.18%
14,1,2009,1356.79,"1,356.79","1,356.79","1,356.79",-3.34%
15,1,2009,1358.64,"1,358.64","1,358.64","1,358.64",0.14%
16,1,2009,1368.92,"1,368.92","1,368.92","1,368.92",0.76%
20,1,2009,1296.63,"1,296.63","1,296.63","1,296.63",-5.28%
21,1,2009,1353.33,"1,353.33","1,353.33","1,353.33",4.37%
22,1,2009,1332.84,"1,332.84","1,332.84","1,332.84",-1.51%
23,1,2009,1340.02,"1,340.02","1,340.02","1,340.02",0.54%
26,1,2009,1347.47,"1,347.47","1,347.47","1,347.47",0.56%
27,1,2009,1362.18,"1,362.18","1,362.18","1,362.18",1.09%
28,1,2009,1408.07,"1,408.07","1,408.07","1,408.07",3.37%
29,1,2009,1361.54,"1,361.54","1,361.54","1,361.54",-3.30%
30,1,2009,1330.51,"1,330.51","1,330.51","1,330.51",-2.28%
2,2,2009,1329.81,"1,329.81","1,329.81","1,329.81",-0.05%
3,2,2009,1350.88,"1,350.88","1,350.88","1,350.88",1.58%
4,2,2009,1341.77,"1,341.77","1,341.77","1,341.77",-0.68%
5,2,2009,1363.82,"1,363.82","1,363.82","1,363.82",1.64%
6,2,2009,1401.06,"1,401.06","1,401.06","1,401.06",2.73%
9,2,2009,1403.19,"1,403.19","1,403.19","1,403.19",0.15%
10,2,2009,1334.3,"1,334.30","1,334.30","1,334.30",-4.91%
11,2,2009,1345.5,"1,345.50","1,345.50","1,345.50",0.84%
12,2,2009,1348.15,"1,348.15","1,348.15","1,348.15",0.20%
13,2,2009,1334.83,"1,334.83","1,334.83","1,334.83",-0.99%
17,2,2009,1274.26,"1,274.26","1,274.26","1,274.26",-4.54%
18,2,2009,1273.29,"1,273.29","1,273.29","1,273.29",-0.08%
19,2,2009,1258.82,"1,258.82","1,258.82","1,258.82",-1.14%
20,2,2009,1244.72,"1,244.72","1,244.72","1,244.72",-1.12%
23,2,2009,1201.56,"1,201.56","1,201.56","1,201.56",-3.47%
24,2,2009,1249.76,"1,249.76","1,249.76","1,249.76",4.01%
25,2,2009,1236.74,"1,236.74","1,236.74","1,236.74",-1.04%
26,2,2009,1217.49,"1,217.49","1,217.49","1,217.49",-1.56%
27,2,2009,1188.84,"1,188.84","1,188.84","1,188.84",-2.35%
2,3,2009,1133.43,"1,133.43","1,133.43","1,133.43",-4.66%
3,3,2009,1126.18,"1,126.18","1,126.18","1,126.18",-0.64%
4,3,2009,1153.35,"1,153.35","1,153.35","1,153.35",2.41%
5,3,2009,1104.38,"1,104.38","1,104.38","1,104.38",-4.25%
6,3,2009,1106,"1,106.00","1,106.00","1,106.00",0.15%
9,3,2009,1095.04,"1,095.04","1,095.04","1,095.04",-0.99%
10,3,2009,1164.83,"1,164.83","1,164.83","1,164.83",6.37%
11,3,2009,1168.07,"1,168.07","1,168.07","1,168.07",0.28%
12,3,2009,1215.87,"1,215.87","1,215.87","1,215.87",4.09%
13,3,2009,1225.32,"1,225.32","1,225.32","1,225.32",0.78%
16,3,2009,1221.03,"1,221.03","1,221.03","1,221.03",-0.35%
17,3,2009,1260.29,"1,260.29","1,260.29","1,260.29",3.22%
18,3,2009,1286.62,"1,286.62","1,286.62","1,286.62",2.09%
19,3,2009,1269.93,"1,269.93","1,269.93","1,269.93",-1.30%
20,3,2009,1244.85,"1,244.85","1,244.85","1,244.85",-1.97%
23,3,2009,1333.21,"1,333.21","1,333.21","1,333.21",7.10%
24,3,2009,1306.03,"1,306.03","1,306.03","1,306.03",-2.04%
25,3,2009,1318.61,"1,318.61","1,318.61","1,318.61",0.96%
26,3,2009,1349.37,"1,349.37","1,349.37","1,349.37",2.33%
27,3,2009,1322.19,"1,322.19","1,322.19","1,322.19",-2.01%
30,3,2009,1276.22,"1,276.22","1,276.22","1,276.22",-3.48%
31,3,2009,1292.98,"1,292.98","1,292.98","1,292.98",1.31%
1,4,2009,1314.63,"1,314.63","1,314.63","1,314.63",1.67%
2,4,2009,1352.47,"1,352.47","1,352.47","1,352.47",2.88%
3,4,2009,1365.66,"1,365.66","1,365.66","1,365.66",0.98%
6,4,2009,1354.36,"1,354.36","1,354.36","1,354.36",-0.83%
7,4,2009,1322.91,"1,322.91","1,322.91","1,322.91",-2.32%
8,4,2009,1338.53,"1,338.53","1,338.53","1,338.53",1.18%
9,4,2009,1389.49,"1,389.49","1,389.49","1,389.49",3.81%
13,4,2009,1393.13,"1,393.13","1,393.13","1,393.13",0.26%
14,4,2009,1365.2,"1,365.20","1,365.20","1,365.20",-2.00%
15,4,2009,1382.36,"1,382.36","1,382.36","1,382.36",1.26%
16,4,2009,1403.89,"1,403.89","1,403.89","1,403.89",1.56%
17,4,2009,1410.85,"1,410.85","1,410.85","1,410.85",0.50%
20,4,2009,1350.52,"1,350.52","1,350.52","1,350.52",-4.28%
21,4,2009,1379.22,"1,379.22","1,379.22","1,379.22",2.12%
22,4,2009,1368.92,"1,368.92","1,368.92","1,368.92",-0.75%
23,4,2009,1382.52,"1,382.52","1,382.52","1,382.52",0.99%
24,4,2009,1405.74,"1,405.74","1,405.74","1,405.74",1.68%
27,4,2009,1391.58,"1,391.58","1,391.58","1,391.58",-1.01%
28,4,2009,1387.82,"1,387.82","1,387.82","1,387.82",-0.27%
29,4,2009,1417.99,"1,417.99","1,417.99","1,417.99",2.17%
30,4,2009,1416.73,"1,416.73","1,416.73","1,416.73",-0.09%
1,5,2009,1424.41,"1,424.41","1,424.41","1,424.41",0.54%
4,5,2009,1472.64,"1,472.64","1,472.64","1,472.64",3.39%
5,5,2009,1467.25,"1,467.25","1,467.25","1,467.25",-0.37%
6,5,2009,1493.31,"1,493.31","1,493.31","1,493.31",1.78%
7,5,2009,1473.66,"1,473.66","1,473.66","1,473.66",-1.32%
8,5,2009,1509.14,"1,509.14","1,509.14","1,509.14",2.41%
11,5,2009,1477.2,"1,477.20","1,477.20","1,477.20",-2.12%
12,5,2009,1475.83,"1,475.83","1,475.83","1,475.83",-0.09%
13,5,2009,1436.74,"1,436.74","1,436.74","1,436.74",-2.65%
14,5,2009,1451.79,"1,451.79","1,451.79","1,451.79",1.05%
15,5,2009,1435.48,"1,435.48","1,435.48","1,435.48",-1.12%
18,5,2009,1479.24,"1,479.24","1,479.24","1,479.24",3.05%
19,5,2009,1476.94,"1,476.94","1,476.94","1,476.94",-0.16%
20,5,2009,1469.47,"1,469.47","1,469.47","1,469.47",-0.51%
21,5,2009,1445.28,"1,445.28","1,445.28","1,445.28",-1.65%
22,5,2009,1443.14,"1,443.14","1,443.14","1,443.14",-0.15%
26,5,2009,1481.1,"1,481.10","1,481.10","1,481.10",2.63%
27,5,2009,1453.28,"1,453.28","1,453.28","1,453.28",-1.88%
28,5,2009,1475.94,"1,475.94","1,475.94","1,475.94",1.56%
29,5,2009,1495.97,"1,495.97","1,495.97","1,495.97",1.36%
1,6,2009,1534.65,"1,534.65","1,534.65","1,534.65",2.59%
2,6,2009,1537.69,"1,537.69","1,537.69","1,537.69",0.20%
3,6,2009,1516.88,"1,516.88","1,516.88","1,516.88",-1.35%
4,6,2009,1534.59,"1,534.59","1,534.59","1,534.59",1.17%
5,6,2009,1530.82,"1,530.82","1,530.82","1,530.82",-0.25%
8,6,2009,1529.59,"1,529.59","1,529.59","1,529.59",-0.08%
9,6,2009,1535.03,"1,535.03","1,535.03","1,535.03",0.36%
10,6,2009,1529.76,"1,529.76","1,529.76","1,529.76",-0.34%
11,6,2009,1539.5,"1,539.50","1,539.50","1,539.50",0.64%
12,6,2009,1541.7,"1,541.70","1,541.70","1,541.70",0.14%
15,6,2009,1505.06,"1,505.06","1,505.06","1,505.06",-2.38%
16,6,2009,1485.92,"1,485.92","1,485.92","1,485.92",-1.27%
17,6,2009,1483.9,"1,483.90","1,483.90","1,483.90",-0.14%
18,6,2009,1496.59,"1,496.59","1,496.59","1,496.59",0.86%
19,6,2009,1501.25,"1,501.25","1,501.25","1,501.25",0.31%
22,6,2009,1455.54,"1,455.54","1,455.54","1,455.54",-3.04%
23,6,2009,1458.92,"1,458.92","1,458.92","1,458.92",0.23%
24,6,2009,1468.48,"1,468.48","1,468.48","1,468.48",0.66%
25,6,2009,1499.98,"1,499.98","1,499.98","1,499.98",2.14%
26,6,2009,1498.08,"1,498.08","1,498.08","1,498.08",-0.13%
29,6,2009,1511.7,"1,511.70","1,511.70","1,511.70",0.91%
30,6,2009,1498.94,"1,498.94","1,498.94","1,498.94",-0.84%
1,7,2009,1505.64,"1,505.64","1,505.64","1,505.64",0.45%
2,7,2009,1461.8,"1,461.80","1,461.80","1,461.80",-2.91%
6,7,2009,1465.58,"1,465.58","1,465.58","1,465.58",0.26%
7,7,2009,1436.74,"1,436.74","1,436.74","1,436.74",-1.97%
8,7,2009,1435.2,"1,435.20","1,435.20","1,435.20",-0.11%
9,7,2009,1440.3,"1,440.30","1,440.30","1,440.30",0.36%
10,7,2009,1434.5,"1,434.50","1,434.50","1,434.50",-0.40%
13,7,2009,1470.43,"1,470.43","1,470.43","1,470.43",2.50%
14,7,2009,1478.24,"1,478.24","1,478.24","1,478.24",0.53%
15,7,2009,1522.09,"1,522.09","1,522.09","1,522.09",2.97%
16,7,2009,1535.3,"1,535.30","1,535.30","1,535.30",0.87%
17,7,2009,1534.7,"1,534.70","1,534.70","1,534.70",-0.04%
20,7,2009,1552.26,"1,552.26","1,552.26","1,552.26",1.14%
21,7,2009,1557.91,"1,557.91","1,557.91","1,557.91",0.36%
22,7,2009,1557.37,"1,557.37","1,557.37","1,557.37",-0.03%
23,7,2009,1593.65,"1,593.65","1,593.65","1,593.65",2.33%
24,7,2009,1598.5,"1,598.50","1,598.50","1,598.50",0.30%
27,7,2009,1603.26,"1,603.26","1,603.26","1,603.26",0.30%
28,7,2009,1599.09,"1,599.09","1,599.09","1,599.09",-0.26%
29,7,2009,1592,"1,592.00","1,592.00","1,592.00",-0.44%
30,7,2009,1611.14,"1,611.14","1,611.14","1,611.14",1.20%
31,7,2009,1612.31,"1,612.31","1,612.31","1,612.31",0.07%
3,8,2009,1637.06,"1,637.06","1,637.06","1,637.06",1.53%
4,8,2009,1642.03,"1,642.03","1,642.03","1,642.03",0.30%
5,8,2009,1637.81,"1,637.81","1,637.81","1,637.81",-0.26%
6,8,2009,1628.82,"1,628.82","1,628.82","1,628.82",-0.55%
7,8,2009,1650.73,"1,650.73","1,650.73","1,650.73",1.35%
10,8,2009,1645.26,"1,645.26","1,645.26","1,645.26",-0.33%
11,8,2009,1624.91,"1,624.91","1,624.91","1,624.91",-1.24%
12,8,2009,1644.23,"1,644.23","1,644.23","1,644.23",1.19%
13,8,2009,1655.66,"1,655.66","1,655.66","1,655.66",0.69%
14,8,2009,1641.54,"1,641.54","1,641.54","1,641.54",-0.85%
17,8,2009,1602.06,"1,602.06","1,602.06","1,602.06",-2.41%
18,8,2009,1618.6,"1,618.60","1,618.60","1,618.60",1.03%
19,8,2009,1629.92,"1,629.92","1,629.92","1,629.92",0.70%
20,8,2009,1647.85,"1,647.85","1,647.85","1,647.85",1.10%
21,8,2009,1678.84,"1,678.84","1,678.84","1,678.84",1.88%
24,8,2009,1677.94,"1,677.94","1,677.94","1,677.94",-0.05%
25,8,2009,1681.92,"1,681.92","1,681.92","1,681.92",0.24%
26,8,2009,1682.29,"1,682.29","1,682.29","1,682.29",0.02%
27,8,2009,1687.16,"1,687.16","1,687.16","1,687.16",0.29%
28,8,2009,1684.05,"1,684.05","1,684.05","1,684.05",-0.18%
31,8,2009,1670.52,"1,670.52","1,670.52","1,670.52",-0.80%
1,9,2009,1633.63,"1,633.63","1,633.63","1,633.63",-2.21%
2,9,2009,1628.66,"1,628.66","1,628.66","1,628.66",-0.30%
3,9,2009,1642.68,"1,642.68","1,642.68","1,642.68",0.86%
4,9,2009,1664.34,"1,664.34","1,664.34","1,664.34",1.32%
8,9,2009,1679.32,"1,679.32","1,679.32","1,679.32",0.90%
9,9,2009,1692.48,"1,692.48","1,692.48","1,692.48",0.78%
10,9,2009,1710.14,"1,710.14","1,710.14","1,710.14",1.04%
11,9,2009,1708.19,"1,708.19","1,708.19","1,708.19",-0.11%
14,9,2009,1719.04,"1,719.04","1,719.04","1,719.04",0.64%
15,9,2009,1724.45,"1,724.45","1,724.45","1,724.45",0.31%
16,9,2009,1750.91,"1,750.91","1,750.91","1,750.91",1.53%
17,9,2009,1745.8,"1,745.80","1,745.80","1,745.80",-0.29%
18,9,2009,1750.43,"1,750.43","1,750.43","1,750.43",0.27%
21,9,2009,1744.47,"1,744.47","1,744.47","1,744.47",-0.34%
22,9,2009,1755.99,"1,755.99","1,755.99","1,755.99",0.66%
23,9,2009,1738.32,"1,738.32","1,738.32","1,738.32",-1.01%
24,9,2009,1722.02,"1,722.02","1,722.02","1,722.02",-0.94%
25,9,2009,1711.53,"1,711.53","1,711.53","1,711.53",-0.61%
28,9,2009,1742.32,"1,742.32","1,742.32","1,742.32",1.80%
29,9,2009,1738.48,"1,738.48","1,738.48","1,738.48",-0.22%
30,9,2009,1732.86,"1,732.86","1,732.86","1,732.86",-0.32%
1,10,2009,1688.24,"1,688.24","1,688.24","1,688.24",-2.58%
2,10,2009,1680.7,"1,680.70","1,680.70","1,680.70",-0.45%
5,10,2009,1705.73,"1,705.73","1,705.73","1,705.73",1.49%
6,10,2009,1729.14,"1,729.14","1,729.14","1,729.14",1.37%
7,10,2009,1734.74,"1,734.74","1,734.74","1,734.74",0.32%
8,10,2009,1747.7,"1,747.70","1,747.70","1,747.70",0.75%
9,10,2009,1757.6,"1,757.60","1,757.60","1,757.60",0.57%
12,10,2009,1765.31,"1,765.31","1,765.31","1,765.31",0.44%
13,10,2009,1760.51,"1,760.51","1,760.51","1,760.51",-0.27%
14,10,2009,1791.47,"1,791.47","1,791.47","1,791.47",1.76%
15,10,2009,1798.91,"1,798.91","1,798.91","1,798.91",0.42%
16,10,2009,1784.35,"1,784.35","1,784.35","1,784.35",-0.81%
19,10,2009,1801.12,"1,801.12","1,801.12","1,801.12",0.94%
20,10,2009,1789.93,"1,789.93","1,789.93","1,789.93",-0.62%
21,10,2009,1774.33,"1,774.33","1,774.33","1,774.33",-0.87%
22,10,2009,1793.34,"1,793.34","1,793.34","1,793.34",1.07%
23,10,2009,1771.5,"1,771.50","1,771.50","1,771.50",-1.22%
26,10,2009,1750.75,"1,750.75","1,750.75","1,750.75",-1.17%
27,10,2009,1744.95,"1,744.95","1,744.95","1,744.95",-0.33%
28,10,2009,1711.09,"1,711.09","1,711.09","1,711.09",-1.94%
29,10,2009,1749.76,"1,749.76","1,749.76","1,749.76",2.26%
30,10,2009,1700.67,"1,700.67","1,700.67","1,700.67",-2.81%
2,11,2009,1711.65,"1,711.65","1,711.65","1,711.65",0.65%
3,11,2009,1715.81,"1,715.81","1,715.81","1,715.81",0.24%
4,11,2009,1718.21,"1,718.21","1,718.21","1,718.21",0.14%
5,11,2009,1751.45,"1,751.45","1,751.45","1,751.45",1.93%
6,11,2009,1756.07,"1,756.07","1,756.07","1,756.07",0.26%
9,11,2009,1795.56,"1,795.56","1,795.56","1,795.56",2.25%
10,11,2009,1795.9,"1,795.90","1,795.90","1,795.90",0.02%
11,11,2009,1804.93,"1,804.93","1,804.93","1,804.93",0.50%
12,11,2009,1786.66,"1,786.66","1,786.66","1,786.66",-1.01%
13,11,2009,1796.93,"1,796.93","1,796.93","1,796.93",0.57%
16,11,2009,1823.29,"1,823.29","1,823.29","1,823.29",1.47%
17,11,2009,1825.18,"1,825.18","1,825.18","1,825.18",0.10%
18,11,2009,1824.61,"1,824.61","1,824.61","1,824.61",-0.03%
19,11,2009,1800.12,"1,800.12","1,800.12","1,800.12",-1.34%
20,11,2009,1794.65,"1,794.65","1,794.65","1,794.65",-0.30%
23,11,2009,1819.17,"1,819.17","1,819.17","1,819.17",1.37%
24,11,2009,1818.31,"1,818.31","1,818.31","1,818.31",-0.05%
25,11,2009,1826.74,"1,826.74","1,826.74","1,826.74",0.46%
27,11,2009,1795.7,"1,795.70","1,795.70","1,795.70",-1.70%
30,11,2009,1802.68,"1,802.68","1,802.68","1,802.68",0.39%
